Area Code (M49),Area,Element,Item Code (CPC),Item,Year,Unit,Value,Flag,Flag Description
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,1767.2,X,Figure from international organizations
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,1165.6,X,Figure from international organizations
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,1255.0,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2003,USD,1524.6,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2004,USD,1554.2,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2005,USD,1364.7,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,1500.4,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,1521.1,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2008,USD,2093.4,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,2263.0,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,1766.5,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,2160.7,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,2231.2,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2013,USD,2194.8,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2014,USD,2337.3,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2015,USD,1787.6,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2016,USD,1644.7,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2017,USD,1802.2,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2018,USD,1543.8,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2019,USD,1508.1,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2020,USD,1577.6,A,Official figure
12,Algeria,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2021,USD,1594.0,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,1719.3,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2003,USD,2222.4,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2004,USD,2206.5,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2005,USD,2483.7,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2006,USD,2491.5,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2007,USD,2742.0,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2008,USD,3360.0,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2009,USD,3262.3,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2010,USD,2769.3,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2011,USD,3249.3,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2012,USD,3624.1,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2013,USD,3137.3,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2014,USD,3102.5,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2015,USD,2631.8,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2016,USD,2339.1,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2017,USD,2180.7,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2018,USD,2453.0,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2019,USD,1960.6,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2020,USD,1850.2,A,Official figure
12,Algeria,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2021,USD,2467.9,A,Official figure
854,Burkina Faso,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2002,USD,717.8,A,Official figure
854,Burkina Faso,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2003,USD,888.5,A,Official figure
854,Burkina Faso,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2004,USD,952.0,A,Official figure
854,Burkina Faso,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2005,USD,1156.1,A,Official figure
854,Burkina Faso,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2006,USD,1050.7,A,Official figure
854,Burkina Faso,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2009,USD,1507.4,A,Official figure
854,Burkina Faso,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2020,USD,3660.6,A,Official figure
854,Burkina Faso,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2021,USD,4661.6,A,Official figure
108,Burundi,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,3171.6,X,Figure from international organizations
108,Burundi,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,2990.1,X,Figure from international organizations
108,Burundi,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,2745.9,A,Official figure
108,Burundi,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2004,USD,2595.2,A,Official figure
108,Burundi,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2005,USD,2641.6,A,Official figure
108,Burundi,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,3327.4,A,Official figure
108,Burundi,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,4188.5,A,Official figure
108,Burundi,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2000,USD,2406.1,A,Official figure
108,Burundi,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2001,USD,2047.8,A,Official figure
108,Burundi,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,1997.5,A,Official figure
108,Burundi,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2007,USD,6470.3,A,Official figure
108,Burundi,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2004,USD,2237.0,A,Official figure
108,Burundi,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2005,USD,2252.6,A,Official figure
108,Burundi,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2006,USD,2252.5,A,Official figure
108,Burundi,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2007,USD,2608.7,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,2262.6,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,2356.6,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,2487.0,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2003,USD,3053.5,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2004,USD,3292.5,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2005,USD,3338.7,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,3283.9,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,3477.0,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2008,USD,5912.7,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,5134.4,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,4674.4,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,4726.2,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,4308.8,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2013,USD,4911.3,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2014,USD,4919.7,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2015,USD,4121.6,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2016,USD,4110.8,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2017,USD,4803.2,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2018,USD,4794.3,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2019,USD,4800.6,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2020,USD,5160.3,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2021,USD,4804.4,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2000,USD,2729.8,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2001,USD,2568.0,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,2682.1,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2003,USD,3262.2,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2004,USD,3497.6,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2005,USD,3404.3,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2006,USD,3414.2,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2007,USD,4069.0,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2008,USD,5387.3,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2009,USD,5305.9,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2010,USD,5187.2,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2011,USD,5403.0,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2012,USD,4837.3,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2013,USD,5059.1,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2014,USD,5175.3,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2015,USD,4386.6,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2016,USD,4375.0,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2017,USD,4469.3,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2018,USD,5045.8,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2019,USD,5063.4,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2020,USD,4929.4,A,Official figure
132,Cabo Verde,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2021,USD,5056.4,A,Official figure
120,Cameroon,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,898.9,A,Official figure
120,Cameroon,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,873.1,A,Official figure
120,Cameroon,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,1147.8,A,Official figure
120,Cameroon,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2003,USD,1376.5,A,Official figure
120,Cameroon,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2000,USD,1685.4,A,Official figure
120,Cameroon,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2001,USD,1705.2,A,Official figure
120,Cameroon,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,1793.4,A,Official figure
120,Cameroon,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2003,USD,2150.7,A,Official figure
120,Cameroon,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2000,USD,1193.9,A,Official figure
120,Cameroon,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2001,USD,1159.6,A,Official figure
120,Cameroon,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2002,USD,1291.3,A,Official figure
120,Cameroon,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2003,USD,1720.6,A,Official figure
148,Chad,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,4636.7,A,Official figure
148,Chad,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2008,USD,4962.5,A,Official figure
148,Chad,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,4706.2,A,Official figure
148,Chad,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,4486.8,A,Official figure
148,Chad,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,4709.4,A,Official figure
178,Congo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,1740.6,A,Official figure
178,Congo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,2060.3,A,Official figure
178,Congo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,1701.2,A,Official figure
178,Congo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,4059.1,A,Official figure
178,Congo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,3869.9,A,Official figure
178,Congo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,4061.9,A,Official figure
178,Congo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,3754.3,A,Official figure
178,Congo,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2013,USD,3879.6,A,Official figure
178,Congo,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2000,USD,3544.8,A,Official figure
178,Congo,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2001,USD,3100.4,A,Official figure
178,Congo,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,3755.2,A,Official figure
178,Congo,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2009,USD,4048.8,A,Official figure
178,Congo,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2010,USD,3860.0,A,Official figure
178,Congo,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2011,USD,4051.5,A,Official figure
178,Congo,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2012,USD,3744.7,A,Official figure
178,Congo,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2013,USD,3869.7,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,994.4,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,964.5,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,1345.4,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2003,USD,1617.6,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2004,USD,1767.8,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2005,USD,1306.1,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,1317.8,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,1862.9,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2000,USD,1334.3,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2001,USD,1296.0,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2002,USD,1506.5,A,Official figure
384,Côte d'Ivoire,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2003,USD,1720.6,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2000,USD,1293.5,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2001,USD,1250.9,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2002,USD,1073.6,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2003,USD,929.8,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2004,USD,1031.3,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2005,USD,1307.0,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,1994.4,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,1964.7,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2008,USD,2288.1,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2009,USD,2140.1,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,2171.3,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,2065.1,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,2107.1,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2013,USD,1982.6,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2014,USD,2013.0,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2015,USD,2149.3,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2016,USD,2108.0,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2017,USD,1545.0,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2018,USD,1293.2,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2019,USD,1505.2,A,Official figure
818,Egypt,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2020,USD,1776.2,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2000,USD,1260.4,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2001,USD,1126.4,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2002,USD,1037.6,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2003,USD,924.5,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2004,USD,1089.9,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2005,USD,1108.5,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2006,USD,1320.4,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2007,USD,1407.7,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2008,USD,1965.0,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2009,USD,1953.6,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2010,USD,2059.1,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2011,USD,2090.6,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2012,USD,2187.4,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2013,USD,2309.5,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2014,USD,2444.8,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2015,USD,2379.3,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2016,USD,2061.0,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2017,USD,1510.5,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121,"Meat of chickens, fresh or chilled",2018,USD,1455.3,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2006,USD,1143.0,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2019,USD,2301.1,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2020,USD,2391.0,A,Official figure
818,Egypt,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2021,USD,2400.8,A,Official figure
226,Equatorial Guinea,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2000,USD,5107.4,A,Official figure
226,Equatorial Guinea,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2001,USD,6200.8,A,Official figure
226,Equatorial Guinea,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2002,USD,6521.6,A,Official figure
226,Equatorial Guinea,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2003,USD,7820.8,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2006,USD,459.8,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2007,USD,1113.6,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2008,USD,1377.9,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2010,USD,1025.2,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2011,USD,1304.0,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2012,USD,1840.9,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2016,USD,2372.4,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),0231,"Hen eggs in shell, fresh",2017,USD,2284.3,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2006,USD,1215.1,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2007,USD,1602.8,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2008,USD,1993.8,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2010,USD,1379.7,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2011,USD,1858.6,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2012,USD,1985.4,A,Official figure
231,Ethiopia,Producer Price (USD/tonne),21121b,"Meat of chickens, fresh or chilled (biological)",2016,USD,3789.0,A,Official figure
